17/03/2023 11:01:08 AM - INFO - =================================
17/03/2023 11:01:08 AM - INFO - Início do Programa
17/03/2023 11:01:08 AM - INFO - *** Instância de Title - linha: 0, coluna: 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 9, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 10, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 11, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de ActionButton - linha: 4, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de ActionButton - linha: 4, coluna 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de ActionButton - linha: 4, coluna 2***
17/03/2023 11:01:09 AM - INFO - Carregando Configurações Padrão
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Título Único* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Título Duplo* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Gêneros* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Nome do Estúdio* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Animes do Estúdio* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Nome do Diretor* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Animes do Diretor* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Nome do Compositor* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Animes do Compositor* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Origem* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Plataforma* carregadas
17/03/2023 11:01:09 AM - INFO - Configurações do frame: *Data de Estréia* carregadas
17/03/2023 11:01:43 AM - INFO - *** Início de execução de preview
17/03/2023 11:01:43 AM - INFO - Configurações do Campo doubleTitle
17/03/2023 11:01:43 AM - INFO - Coordenadas Título Original (x, y): (42, 65)
17/03/2023 11:01:43 AM - INFO - Coordenadas Título em Inglês (x, y): (42, 134)
17/03/2023 11:01:43 AM - INFO - Texto do Título Original: AAAAAAAAAAA
17/03/2023 11:01:43 AM - INFO - Texto do Título em Inglês: AAAAAAAAAAA
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto de Título Original: 11
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto de Título em Inglês: 11
17/03/2023 11:01:43 AM - INFO - Configurações do Campo genders
17/03/2023 11:01:43 AM - INFO - Coordenadas(x, y): (42, 279)
17/03/2023 11:01:43 AM - INFO - Texto: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:43 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:43 AM - INFO - Limites:
17/03/2023 11:01:43 AM - INFO - Limite pra Fonte 1: 30
17/03/2023 11:01:43 AM - INFO - Limite Linha 1: 34
17/03/2023 11:01:43 AM - INFO - Texto Final: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:43 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:43 AM - INFO - Configurações do Campo studioName
17/03/2023 11:01:43 AM - INFO - Coordenadas(x, y): (42, 419)
17/03/2023 11:01:43 AM - INFO - Texto: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:43 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:43 AM - INFO - Limites:
17/03/2023 11:01:43 AM - INFO - Limite pra Fonte 1: 34
17/03/2023 11:01:43 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:43 AM - INFO - Texto Final: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:43 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:43 AM - INFO - Configurações do Campo studioAnimes
17/03/2023 11:01:43 AM - INFO - Coordenadas(x, y): (42, 456)
17/03/2023 11:01:43 AM - INFO - Texto: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:43 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:43 AM - INFO - Limites:
17/03/2023 11:01:43 AM - INFO - Linha 1: 38
17/03/2023 11:01:43 AM - INFO - Linha 2: 68
17/03/2023 11:01:43 AM - INFO - Linha 3: 108
17/03/2023 11:01:43 AM - INFO - Texto Final: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Fonte do Preview: 9
17/03/2023 11:01:43 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:43 AM - INFO - Configurações do Campo directorName
17/03/2023 11:01:43 AM - INFO - Coordenadas(x, y): (42, 616)
17/03/2023 11:01:43 AM - INFO - Texto: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:43 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:43 AM - INFO - Limites:
17/03/2023 11:01:43 AM - INFO - Limite pra Fonte 1: 34
17/03/2023 11:01:43 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:43 AM - INFO - Texto Final: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:43 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:43 AM - INFO - Configurações do Campo directorAnimes
17/03/2023 11:01:43 AM - INFO - Coordenadas(x, y): (42, 652)
17/03/2023 11:01:43 AM - INFO - Texto: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:43 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:43 AM - INFO - Limites:
17/03/2023 11:01:43 AM - INFO - Linha 1: 38
17/03/2023 11:01:43 AM - INFO - Linha 2: 68
17/03/2023 11:01:43 AM - INFO - Linha 3: 108
17/03/2023 11:01:43 AM - INFO - Texto Final: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Fonte do Preview: 9
17/03/2023 11:01:43 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:43 AM - INFO - Configurações do Campo composerName
17/03/2023 11:01:43 AM - INFO - Coordenadas(x, y): (42, 810)
17/03/2023 11:01:43 AM - INFO - Texto: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:43 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:43 AM - INFO - Limites:
17/03/2023 11:01:43 AM - INFO - Limite pra Fonte 1: 34
17/03/2023 11:01:43 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:43 AM - INFO - Texto Final: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:43 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:43 AM - INFO - Configurações do Campo composerAnimes
17/03/2023 11:01:43 AM - INFO - Coordenadas(x, y): (42, 846)
17/03/2023 11:01:43 AM - INFO - Texto: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:43 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:43 AM - INFO - Limites:
17/03/2023 11:01:43 AM - INFO - Linha 1: 38
17/03/2023 11:01:43 AM - INFO - Linha 2: 68
17/03/2023 11:01:43 AM - INFO - Linha 3: 108
17/03/2023 11:01:43 AM - INFO - Texto Final: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Fonte do Preview: 9
17/03/2023 11:01:43 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:43 AM - INFO - Configurações do Campo originalSource
17/03/2023 11:01:43 AM - INFO - Coordenadas(x, y): (42, 1003)
17/03/2023 11:01:43 AM - INFO - Texto: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:43 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:43 AM - INFO - Limites:
17/03/2023 11:01:43 AM - INFO - Limite pra Fonte 1: 40
17/03/2023 11:01:43 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:43 AM - INFO - Texto Final: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:43 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:43 AM - INFO - Configurações do Campo platform
17/03/2023 11:01:43 AM - INFO - Coordenadas(x, y): (803, 1010)
17/03/2023 11:01:43 AM - INFO - Texto: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:43 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:43 AM - INFO - Limites:
17/03/2023 11:01:43 AM - INFO - Limite pra Fonte 1: 22
17/03/2023 11:01:43 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:43 AM - INFO - Texto Final: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:43 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:43 AM - INFO - Configurações do Campo premiere
17/03/2023 11:01:43 AM - INFO - Coordenadas(x, y): (1760, 1006)
17/03/2023 11:01:43 AM - INFO - Texto: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:43 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:43 AM - INFO - Limites:
17/03/2023 11:01:43 AM - INFO - Limite pra Fonte 1: 40
17/03/2023 11:01:43 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:43 AM - INFO - Texto Final: 
17/03/2023 11:01:43 AM - INFO - Tamanho de Fonte do Preview: 18
17/03/2023 11:01:43 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - *** Início de execução de preview
17/03/2023 11:01:50 AM - INFO - Configurações do Campo title
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (960, 102)
17/03/2023 11:01:50 AM - INFO - Texto: AAAAAAAAAAA
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 11
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Limite pra Fonte 1: 36
17/03/2023 11:01:50 AM - INFO - Limite Linha 1: 42
17/03/2023 11:01:50 AM - INFO - Texto Final: AAAAAAAAAAA
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 26
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - Configurações do Campo genders
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (42, 279)
17/03/2023 11:01:50 AM - INFO - Texto: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Limite pra Fonte 1: 30
17/03/2023 11:01:50 AM - INFO - Limite Linha 1: 34
17/03/2023 11:01:50 AM - INFO - Texto Final: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - Configurações do Campo studioName
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (42, 419)
17/03/2023 11:01:50 AM - INFO - Texto: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Limite pra Fonte 1: 34
17/03/2023 11:01:50 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:50 AM - INFO - Texto Final: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - Configurações do Campo studioAnimes
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (42, 456)
17/03/2023 11:01:50 AM - INFO - Texto: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Linha 1: 38
17/03/2023 11:01:50 AM - INFO - Linha 2: 68
17/03/2023 11:01:50 AM - INFO - Linha 3: 108
17/03/2023 11:01:50 AM - INFO - Texto Final: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 9
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - Configurações do Campo directorName
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (42, 616)
17/03/2023 11:01:50 AM - INFO - Texto: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Limite pra Fonte 1: 34
17/03/2023 11:01:50 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:50 AM - INFO - Texto Final: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - Configurações do Campo directorAnimes
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (42, 652)
17/03/2023 11:01:50 AM - INFO - Texto: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Linha 1: 38
17/03/2023 11:01:50 AM - INFO - Linha 2: 68
17/03/2023 11:01:50 AM - INFO - Linha 3: 108
17/03/2023 11:01:50 AM - INFO - Texto Final: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 9
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - Configurações do Campo composerName
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (42, 810)
17/03/2023 11:01:50 AM - INFO - Texto: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Limite pra Fonte 1: 34
17/03/2023 11:01:50 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:50 AM - INFO - Texto Final: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - Configurações do Campo composerAnimes
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (42, 846)
17/03/2023 11:01:50 AM - INFO - Texto: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Linha 1: 38
17/03/2023 11:01:50 AM - INFO - Linha 2: 68
17/03/2023 11:01:50 AM - INFO - Linha 3: 108
17/03/2023 11:01:50 AM - INFO - Texto Final: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 9
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - Configurações do Campo originalSource
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (42, 1003)
17/03/2023 11:01:50 AM - INFO - Texto: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Limite pra Fonte 1: 40
17/03/2023 11:01:50 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:50 AM - INFO - Texto Final: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - Configurações do Campo platform
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (803, 1010)
17/03/2023 11:01:50 AM - INFO - Texto: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Limite pra Fonte 1: 22
17/03/2023 11:01:50 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:50 AM - INFO - Texto Final: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:01:50 AM - INFO - Configurações do Campo premiere
17/03/2023 11:01:50 AM - INFO - Coordenadas(x, y): (1760, 1006)
17/03/2023 11:01:50 AM - INFO - Texto: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:01:50 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:01:50 AM - INFO - Limites:
17/03/2023 11:01:50 AM - INFO - Limite pra Fonte 1: 40
17/03/2023 11:01:50 AM - INFO - Limite Linha 1: 500
17/03/2023 11:01:50 AM - INFO - Texto Final: 
17/03/2023 11:01:50 AM - INFO - Tamanho de Fonte do Preview: 18
17/03/2023 11:01:50 AM - INFO - Spacing Definido: 0
17/03/2023 11:02:13 AM - INFO - *** Início de execução de preview
17/03/2023 11:02:13 AM - INFO - Configurações do Campo title
17/03/2023 11:02:13 AM - INFO - Coordenadas(x, y): (960, 102)
17/03/2023 11:02:13 AM - INFO - Texto: A A A A A A A A A A A A A A A A A AA A A A A A A 
17/03/2023 11:02:13 AM - INFO - Tamanho de Texto: 49
17/03/2023 11:02:13 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:02:13 AM - INFO - Limites:
17/03/2023 11:02:13 AM - INFO - Limite pra Fonte 1: 36
17/03/2023 11:02:13 AM - INFO - Limite Linha 1: 42
17/03/2023 11:02:13 AM - INFO - Texto Final: A A A A A A A A A A A A A A A A A AA A A A
A A A 
17/03/2023 11:02:13 AM - INFO - Tamanho de Fonte do Preview: 18
17/03/2023 11:02:13 AM - INFO - Spacing Definido: 0
17/03/2023 11:02:13 AM - INFO - Configurações do Campo genders
17/03/2023 11:02:13 AM - INFO - Coordenadas(x, y): (42, 279)
17/03/2023 11:02:13 AM - INFO - Texto: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:02:13 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:02:13 AM - INFO - Limites:
17/03/2023 11:02:13 AM - INFO - Limite pra Fonte 1: 30
17/03/2023 11:02:13 AM - INFO - Limite Linha 1: 34
17/03/2023 11:02:13 AM - INFO - Texto Final: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:02:13 AM - INFO - Spacing Definido: 0
17/03/2023 11:02:13 AM - INFO - Configurações do Campo studioName
17/03/2023 11:02:13 AM - INFO - Coordenadas(x, y): (42, 419)
17/03/2023 11:02:13 AM - INFO - Texto: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:02:13 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:02:13 AM - INFO - Limites:
17/03/2023 11:02:13 AM - INFO - Limite pra Fonte 1: 34
17/03/2023 11:02:13 AM - INFO - Limite Linha 1: 500
17/03/2023 11:02:13 AM - INFO - Texto Final: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:02:13 AM - INFO - Spacing Definido: 0
17/03/2023 11:02:13 AM - INFO - Configurações do Campo studioAnimes
17/03/2023 11:02:13 AM - INFO - Coordenadas(x, y): (42, 456)
17/03/2023 11:02:13 AM - INFO - Texto: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:02:13 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:02:13 AM - INFO - Limites:
17/03/2023 11:02:13 AM - INFO - Linha 1: 38
17/03/2023 11:02:13 AM - INFO - Linha 2: 68
17/03/2023 11:02:13 AM - INFO - Linha 3: 108
17/03/2023 11:02:13 AM - INFO - Texto Final: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Fonte do Preview: 9
17/03/2023 11:02:13 AM - INFO - Spacing Definido: 0
17/03/2023 11:02:13 AM - INFO - Configurações do Campo directorName
17/03/2023 11:02:13 AM - INFO - Coordenadas(x, y): (42, 616)
17/03/2023 11:02:13 AM - INFO - Texto: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:02:13 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:02:13 AM - INFO - Limites:
17/03/2023 11:02:13 AM - INFO - Limite pra Fonte 1: 34
17/03/2023 11:02:13 AM - INFO - Limite Linha 1: 500
17/03/2023 11:02:13 AM - INFO - Texto Final: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:02:13 AM - INFO - Spacing Definido: 0
17/03/2023 11:02:13 AM - INFO - Configurações do Campo directorAnimes
17/03/2023 11:02:13 AM - INFO - Coordenadas(x, y): (42, 652)
17/03/2023 11:02:13 AM - INFO - Texto: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:02:13 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:02:13 AM - INFO - Limites:
17/03/2023 11:02:13 AM - INFO - Linha 1: 38
17/03/2023 11:02:13 AM - INFO - Linha 2: 68
17/03/2023 11:02:13 AM - INFO - Linha 3: 108
17/03/2023 11:02:13 AM - INFO - Texto Final: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Fonte do Preview: 9
17/03/2023 11:02:13 AM - INFO - Spacing Definido: 0
17/03/2023 11:02:13 AM - INFO - Configurações do Campo composerName
17/03/2023 11:02:13 AM - INFO - Coordenadas(x, y): (42, 810)
17/03/2023 11:02:13 AM - INFO - Texto: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:02:13 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:02:13 AM - INFO - Limites:
17/03/2023 11:02:13 AM - INFO - Limite pra Fonte 1: 34
17/03/2023 11:02:13 AM - INFO - Limite Linha 1: 500
17/03/2023 11:02:13 AM - INFO - Texto Final: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Fonte do Preview: 11
17/03/2023 11:02:13 AM - INFO - Spacing Definido: 0
17/03/2023 11:02:13 AM - INFO - Configurações do Campo composerAnimes
17/03/2023 11:02:13 AM - INFO - Coordenadas(x, y): (42, 846)
17/03/2023 11:02:13 AM - INFO - Texto: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Texto: 0
17/03/2023 11:02:13 AM - INFO - Parâmetros de Caracteres
17/03/2023 11:02:13 AM - INFO - Limites:
17/03/2023 11:02:13 AM - INFO - Linha 1: 38
17/03/2023 11:02:13 AM - INFO - Linha 2: 68
17/03/2023 11:02:13 AM - INFO - Linha 3: 108
17/03/2023 11:02:13 AM - INFO - Texto Final: 
17/03/2023 11:02:13 AM - INFO - Tamanho de Fonte do Preview: 9
17/03/2023 11:02:13 AM - INFO - Spacing Definido: 0
17/03/2023 11:02:13 AM - INFO - Configurações do Campo originalSource
17/03/2023 11:02:13 AM - INFO - Coordenadas(x, y): (42, 1003)
17/03/2023 11:02:13 AM - INFO - Texto: 
